run_id,batch_name,n,handoff_strategy_name,job_name,case_dir,scan_order_json,cae_path,inp_path,jnl_path,generation_status,inp_check_status,teacher_validated,solver_status,notes
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B03_geometry_signal_top,J2D_S3R19B28_N24_B03_geometry_signal_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B03_geometry_signal_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B03_geometry_signal_top\scan_order_S3R19B28_N24_B03_geometry_signal_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B03_geometry_signal_top\J2D_S3R19B28_N24_B03_geometry_signal_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B03_geometry_signal_top\J2D_S3R19B28_N24_B03_geometry_signal_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B03_geometry_signal_top\J2D_S3R19B28_N24_B03_geometry_signal_top.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B04_method_c_inspired,J2D_S3R19B28_N24_B04_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B04_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B04_method_c_inspired\scan_order_S3R19B28_N24_B04_method_c_inspired.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B04_method_c_inspired\J2D_S3R19B28_N24_B04_method_c_inspired.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B04_method_c_inspired\J2D_S3R19B28_N24_B04_method_c_inspired.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B04_method_c_inspired\J2D_S3R19B28_N24_B04_method_c_inspired.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B05_diversity_top,J2D_S3R19B28_N24_B05_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B05_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B05_diversity_top\scan_order_S3R19B28_N24_B05_diversity_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B05_diversity_top\J2D_S3R19B28_N24_B05_diversity_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B05_diversity_top\J2D_S3R19B28_N24_B05_diversity_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B05_diversity_top\J2D_S3R19B28_N24_B05_diversity_top.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B06_uncertainty_calibration,J2D_S3R19B28_N24_B06_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B06_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B06_uncertainty_calibration\scan_order_S3R19B28_N24_B06_uncertainty_calibration.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B06_uncertainty_calibration\J2D_S3R19B28_N24_B06_uncertainty_calibration.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B06_uncertainty_calibration\J2D_S3R19B28_N24_B06_uncertainty_calibration.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B06_uncertainty_calibration\J2D_S3R19B28_N24_B06_uncertainty_calibration.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B07_control_sentinel,J2D_S3R19B28_N24_B07_control_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B07_control_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B07_control_sentinel\scan_order_S3R19B28_N24_B07_control_sentinel.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B07_control_sentinel\J2D_S3R19B28_N24_B07_control_sentinel.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B07_control_sentinel\J2D_S3R19B28_N24_B07_control_sentinel.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B07_control_sentinel\J2D_S3R19B28_N24_B07_control_sentinel.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B08_known_best_mutation,J2D_S3R19B28_N24_B08_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B08_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B08_known_best_mutation\scan_order_S3R19B28_N24_B08_known_best_mutation.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B08_known_best_mutation\J2D_S3R19B28_N24_B08_known_best_mutation.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B08_known_best_mutation\J2D_S3R19B28_N24_B08_known_best_mutation.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B08_known_best_mutation\J2D_S3R19B28_N24_B08_known_best_mutation.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B09_known_best_mutation,J2D_S3R19B28_N24_B09_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B09_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B09_known_best_mutation\scan_order_S3R19B28_N24_B09_known_best_mutation.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B09_known_best_mutation\J2D_S3R19B28_N24_B09_known_best_mutation.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B09_known_best_mutation\J2D_S3R19B28_N24_B09_known_best_mutation.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B09_known_best_mutation\J2D_S3R19B28_N24_B09_known_best_mutation.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,24,S3R19B28_N24_B10_known_best_mutation,J2D_S3R19B28_N24_B10_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B10_known_best_mutation,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B10_known_best_mutation\scan_order_S3R19B28_N24_B10_known_best_mutation.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B10_known_best_mutation\J2D_S3R19B28_N24_B10_known_best_mutation.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B10_known_best_mutation\J2D_S3R19B28_N24_B10_known_best_mutation.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N24S3R19B28_N24_B10_known_best_mutation\J2D_S3R19B28_N24_B10_known_best_mutation.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,40,S3R19B28_N40_B01_surrogate_top,J2D_S3R19B28_N40_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B01_surrogate_top\scan_order_S3R19B28_N40_B01_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B01_surrogate_top\J2D_S3R19B28_N40_B01_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B01_surrogate_top\J2D_S3R19B28_N40_B01_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B01_surrogate_top\J2D_S3R19B28_N40_B01_surrogate_top.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,40,S3R19B28_N40_B02_u2_primary_top,J2D_S3R19B28_N40_B02_u2_primary_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B02_u2_primary_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B02_u2_primary_top\scan_order_S3R19B28_N40_B02_u2_primary_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B02_u2_primary_top\J2D_S3R19B28_N40_B02_u2_primary_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B02_u2_primary_top\J2D_S3R19B28_N40_B02_u2_primary_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B02_u2_primary_top\J2D_S3R19B28_N40_B02_u2_primary_top.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
run_20_batch28_cae_inp_generation,stage3_run19_batch28_combined80_surrogate_screened_v01,40,S3R19B28_N40_B03_geometry_signal_top,J2D_S3R19B28_N40_B03_geometry_signal_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B03_geometry_signal_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B03_geometry_signal_top\scan_order_S3R19B28_N40_B03_geometry_signal_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B03_geometry_signal_top\J2D_S3R19B28_N40_B03_geometry_signal_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B03_geometry_signal_top\J2D_S3R19B28_N40_B03_geometry_signal_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run19_batch28_combined80_surrogate_screened_v01\N40S3R19B28_N40_B03_geometry_signal_top\J2D_S3R19B28_N40_B03_geometry_signal_top.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run20 batch28 CAE/INP generated only. Not teacher-validated. No solver submitted. Batch24 not generated.
